Warehouse,Location,Type,Pick Priority,Pickable,Sellable,Transfer bin,Quantity
Primary,CC-04-B-05,Standard Bin,1,,Yes,,6
Primary,CC-04-B-06,Standard Bin,1,,Yes,,6
Primary,CC-04-B-07,Standard Bin,1,,Yes,,3
Primary,CC-04-B-08,Standard Bin,1,,Yes,,4
Primary,CC-04-C-01,Standard Bin,1,,Yes,,8
Primary,CC-04-C-02,Standard Bin,1,,Yes,,15
Primary,CC-04-C-03,Standard Bin,1,,Yes,,7
Primary,CC-04-C-04,Standard Bin,1,,Yes,,13
Primary,CC-04-C-05,Standard Bin,1,,Yes,,11
Primary,CC-04-C-06,Standard Bin,1,,Yes,,8
Primary,CC-04-C-07,Standard Bin,1,,Yes,,9
Primary,CC-04-C-08,Standard Bin,1,,Yes,,7
Primary,CC-04-D-01,Standard Bin,1,,Yes,,6
Primary,CC-04-D-02,Standard Bin,1,,Yes,,6
Primary,CC-04-D-03,Standard Bin,1,,Yes,,7
Primary,CC-04-D-04,Standard Bin,1,,Yes,,3
Primary,CC-04-D-05,Standard Bin,1,,Yes,,6
Primary,CC-04-D-06,Standard Bin,1,,Yes,,5
Primary,CC-04-D-07,Standard Bin,1,,Yes,,9
Primary,CC-04-D-08,Standard Bin,1,,Yes,,4
Primary,CC-04-E-01,Standard Bin,1,,Yes,,1
Primary,CC-04-E-02,Standard Bin,1,,Yes,,3
Primary,CC-04-E-03,Standard Bin,1,,Yes,,7
Primary,CC-04-E-04,Standard Bin,1,,Yes,,4
Primary,CC-04-E-05,Standard Bin,1,,Yes,,3
Primary,CC-04-E-06,Standard Bin,1,,Yes,,2
Primary,CC-04-E-07,Standard Bin,1,,Yes,,5
Primary,CC-04-E-08,Standard Bin,1,,Yes,,2
Primary,CC-05-A-01,Standard Bin,1,,Yes,,2
Primary,CC-05-A-02,Standard Bin,1,,Yes,,5
Primary,CC-05-A-03,Standard Bin,1,,Yes,,5
Primary,CC-05-A-04,Standard Bin,1,,Yes,,1
Primary,CC-05-A-05,Standard Bin,1,,Yes,,5
Primary,CC-05-A-06,Standard Bin,1,,Yes,,13
Primary,CC-05-A-07,Standard Bin,1,,Yes,,4
Primary,CC-05-A-08,Standard Bin,1,,Yes,,10
Primary,CC-05-B-01,Standard Bin,1,,Yes,,6
Primary,CC-05-B-02,Standard Bin,1,,Yes,,6
Primary,CC-05-B-03,Standard Bin,1,,Yes,,4
Primary,CC-05-B-04,Standard Bin,1,,Yes,,7
Primary,CC-05-B-05,Standard Bin,1,,Yes,,8
Primary,CC-05-B-06,Standard Bin,1,,Yes,,9
Primary,CC-05-B-07,Standard Bin,1,,Yes,,8
Primary,CC-05-B-08,Standard Bin,1,,Yes,,7
Primary,CC-05-C-01,Standard Bin,1,,Yes,,7
Primary,CC-05-C-02,Standard Bin,1,,Yes,,7
Primary,CC-05-C-03,Standard Bin,1,,Yes,,10
Primary,CC-05-C-04,Standard Bin,1,,Yes,,9
Primary,CC-05-C-05,Standard Bin,1,,Yes,,7
Primary,CC-05-C-06,Standard Bin,1,,Yes,,8
Primary,CC-05-C-07,Standard Bin,1,,Yes,,10
Primary,CC-05-C-08,Standard Bin,1,,Yes,,8
Primary,CC-05-D-01,Standard Bin,1,,Yes,,0
Primary,CC-05-D-02,Standard Bin,1,,Yes,,0
Primary,CC-05-D-03,Standard Bin,1,,Yes,,0
Primary,CC-05-D-04,Standard Bin,1,,Yes,,0
Primary,CC-05-D-05,Standard Bin,1,,Yes,,0
Primary,CC-05-D-06,Standard Bin,1,,Yes,,0
Primary,CC-05-D-07,Standard Bin,1,,Yes,,0
Primary,CC-05-D-08,Standard Bin,1,,Yes,,0
Primary,CC-05-E-01,Standard Bin,1,,Yes,,0
Primary,CC-05-E-02,Standard Bin,1,,Yes,,0
Primary,CC-05-E-03,Standard Bin,1,,Yes,,0
Primary,CC-05-E-04,Standard Bin,1,,Yes,,0
Primary,CC-05-E-05,Standard Bin,1,,Yes,,0
Primary,CC-05-E-06,Standard Bin,1,,Yes,,0
Primary,CC-05-E-07,Standard Bin,1,,Yes,,0
Primary,CC-05-E-08,Standard Bin,1,,Yes,,0
Primary,CC-06-A-01,Standard Bin,1,,Yes,,3
Primary,CC-06-A-02,Standard Bin,1,,Yes,,25
Primary,CC-06-A-03,Standard Bin,1,,Yes,,3
Primary,CC-06-A-04,Standard Bin,1,,Yes,,4
Primary,CC-06-A-05,Standard Bin,1,,Yes,,7
Primary,CC-06-A-06,Standard Bin,1,,Yes,,2
Primary,CC-06-A-07,Standard Bin,1,,Yes,,4
Primary,CC-06-A-08,Standard Bin,1,,Yes,,4
Primary,CC-06-B-01,Standard Bin,1,,Yes,,5
Primary,CC-06-B-02,Standard Bin,1,,Yes,,11
Primary,CC-06-B-03,Standard Bin,1,,Yes,,8
Primary,CC-06-B-04,Standard Bin,1,,Yes,,7
Primary,CC-06-B-05,Standard Bin,1,,Yes,,10
Primary,CC-06-B-06,Standard Bin,1,,Yes,,4
Primary,CC-06-B-07,Standard Bin,1,,Yes,,5
Primary,CC-06-B-08,Standard Bin,1,,Yes,,13
Primary,CC-06-C-01,Standard Bin,1,,Yes,,7
Primary,CC-06-C-02,Standard Bin,1,,Yes,,7
Primary,CC-06-C-03,Standard Bin,1,,Yes,,7
Primary,CC-06-C-04,Standard Bin,1,,Yes,,12
Primary,CC-06-C-05,Standard Bin,1,,Yes,,8
Primary,CC-06-C-06,Standard Bin,1,,Yes,,14
Primary,CC-06-C-07,Standard Bin,1,,Yes,,14
Primary,CC-06-C-08,Standard Bin,1,,Yes,,11
Primary,CC-06-D-01,Standard Bin,1,,Yes,,0
Primary,CC-06-D-02,Standard Bin,1,,Yes,,0
Primary,CC-06-D-03,Standard Bin,1,,Yes,,0
Primary,CC-06-D-04,Standard Bin,1,,Yes,,0
Primary,CC-06-D-05,Standard Bin,1,,Yes,,0
Primary,CC-06-D-06,Standard Bin,1,,Yes,,0
Primary,CC-06-D-07,Standard Bin,1,,Yes,,0
Primary,CC-06-D-08,Standard Bin,1,,Yes,,0
Primary,CC-06-E-01,Standard Bin,1,,Yes,,0
Primary,CC-06-E-02,Standard Bin,1,,Yes,,0
Primary,CC-06-E-03,Standard Bin,1,,Yes,,0
Primary,CC-06-E-04,Standard Bin,1,,Yes,,0
Primary,CC-06-E-05,Standard Bin,1,,Yes,,0
Primary,CC-06-E-06,Standard Bin,1,,Yes,,0
Primary,CC-06-E-07,Standard Bin,1,,Yes,,0
Primary,CC-06-E-08,Standard Bin,1,,Yes,,0
VP North,Climate Controlled Storage Room,Climate Controlled Storage Room,1,,Yes,,340
Primary,CR-13-01-A-01-A,Pallite - 48,1,,Yes,,0
Primary,CR-13-01-A-01-K,Pallite - 48,1,,Yes,,0
Primary,CR-13-01-A-01-U,Pallite - 48,1,,Yes,,0
Primary,CR-13-01-A-01-X,Pallite - 48,1,,Yes,,0
Primary,CR-13-01-A-01-Z,Pallite - 48,1,,Yes,,0
Primary,CR1-01-A-01,Pallite - 48,0,,Yes,,1
Primary,CR1-01-A-02,Pallite - 48,0,,Yes,,2
Primary,CR1-01-A-03,Pallite - 48,0,,Yes,,1
Primary,CR1-01-A-04,Pallite - 48,0,,Yes,,1
Primary,CR1-01-B-01,Pallite - 48,0,,Yes,,3
Primary,CR1-01-B-02,Pallite - 48,0,,Yes,,2
Primary,CR1-01-B-03,Pallite - 48,0,,Yes,,3
Primary,CR1-01-B-04,Pallite - 48,0,,Yes,,2
Primary,CR1-01-C-01,Pallite - 48,0,,Yes,,2
Primary,CR1-01-C-02,Pallite - 48,0,,Yes,,1
Primary,CR1-01-C-03,Pallite - 48,0,,Yes,,2
Primary,CR1-01-C-04,Pallite - 48,0,,Yes,,12
Primary,CR1-01-D-01,Pallite - 48,0,,Yes,,1
Primary,CR1-01-D-02,Pallite - 48,0,,Yes,,1
Primary,CR1-01-D-03,Pallite - 48,0,,Yes,,33
Primary,CR1-01-D-04,Pallite - 48,0,,Yes,,0
Primary,CR1-01-E-01,Pallite - 48,0,,Yes,,0
Primary,CR1-01-E-02,Pallite - 48,0,,Yes,,2
Primary,CR1-01-E-03,Pallite - 48,0,,Yes,,1
Primary,CR1-01-E-04,Pallite - 48,0,,Yes,,1
Primary,CR1-01-F-01,Pallite - 48,0,,Yes,,4
Primary,CR1-01-F-02,Pallite - 48,0,,Yes,,4
Primary,CR1-01-F-03,Pallite - 48,0,,Yes,,0
Primary,CR1-01-F-04,Pallite - 48,0,,Yes,,1
Primary,CR1-02-A-01,Pallite - 48,0,,Yes,,4
Primary,CR1-02-A-02,Pallite - 48,0,,Yes,,2
Primary,CR1-02-A-03,Pallite - 48,0,,Yes,,4
Primary,CR1-02-A-04,Pallite - 48,0,,Yes,,5
Primary,CR1-02-B-01,Pallite - 48,0,,Yes,,2
Primary,CR1-02-B-02,Pallite - 48,0,,Yes,,2
Primary,CR1-02-B-03,Pallite - 48,0,,Yes,,2
Primary,CR1-02-B-04,Pallite - 48,0,,Yes,,0
Primary,CR1-02-C-01,Pallite - 48,0,,Yes,,4
Primary,CR1-02-C-02,Pallite - 48,0,,Yes,,3
Primary,CR1-02-C-03,Pallite - 48,0,,Yes,,5
Primary,CR1-02-C-04,Pallite - 48,0,,Yes,,2
Primary,CR1-02-D-01,Pallite - 48,0,,Yes,,1
Primary,CR1-02-D-02,Pallite - 48,0,,Yes,,4
Primary,CR1-02-D-03,Pallite - 48,0,,Yes,,2
Primary,CR1-02-D-04,Pallite - 48,0,,Yes,,3
Primary,CR1-02-E-01,Pallite - 48,0,,Yes,,0
Primary,CR1-02-E-02,Pallite - 48,0,,Yes,,1
Primary,CR1-02-E-03,Pallite - 48,0,,Yes,,3
Primary,CR1-02-E-04,Pallite - 48,0,,Yes,,1
Primary,CR1-02-F-01,Pallite - 48,0,,Yes,,1
Primary,CR1-02-F-02,Pallite - 48,0,,Yes,,1
Primary,CR1-02-F-03,Pallite - 48,0,,Yes,,2
Primary,CR1-02-F-04,Pallite - 48,0,,Yes,,2
Primary,CR10-01-A-01,Pallite - 48,0,,Yes,,4
Primary,CR10-01-A-02,Pallite - 48,0,,Yes,,5
Primary,CR10-01-A-03,Pallite - 48,0,,Yes,,3
Primary,CR10-01-A-04,Pallite - 48,0,,Yes,,4
Primary,CR10-01-B-01,Pallite - 48,0,,Yes,,7
Primary,CR10-01-B-02,Pallite - 48,0,,Yes,,6
Primary,CR10-01-B-03,Pallite - 48,0,,Yes,,4
Primary,CR10-01-B-04,Pallite - 48,0,,Yes,,7
Primary,CR10-01-C-01,Pallite - 48,0,,Yes,,7
Primary,CR10-01-C-02,Pallite - 48,0,,Yes,,6
Primary,CR10-01-C-03,Pallite - 48,0,,Yes,,9
Primary,CR10-01-C-04,Pallite - 48,0,,Yes,,6
Primary,CR10-01-D-01,Pallite - 48,0,,Yes,,5
Primary,CR10-01-D-02,Pallite - 48,0,,Yes,,2
Primary,CR10-01-D-03,Pallite - 48,0,,Yes,,2
Primary,CR10-01-D-04,Pallite - 48,0,,Yes,,4
Primary,CR10-01-E-01,Pallite - 48,0,,Yes,,6
Primary,CR10-01-E-02,Pallite - 48,0,,Yes,,1
Primary,CR10-01-E-03,Pallite - 48,0,,Yes,,5
Primary,CR10-01-E-04,Pallite - 48,0,,Yes,,3
Primary,CR10-01-F-01,Pallite - 48,0,,Yes,,1
Primary,CR10-01-F-02,Pallite - 48,0,,Yes,,3
Primary,CR10-01-F-03,Pallite - 48,0,,Yes,,2
Primary,CR10-01-F-04,Pallite - 48,0,,Yes,,1
Primary,CR10-02-A-01,Pallite - 48,0,,Yes,,0
Primary,CR10-02-A-02,Pallite - 48,0,,Yes,,3
Primary,CR10-02-A-03,Pallite - 48,0,,Yes,,5
Primary,CR10-02-A-04,Pallite - 48,0,,Yes,,3
Primary,CR10-02-B-01,Pallite - 48,0,,Yes,,0
Primary,CR10-02-B-02,Pallite - 48,0,,Yes,,8
Primary,CR10-02-B-03,Pallite - 48,0,,Yes,,6
Primary,CR10-02-B-04,Pallite - 48,0,,Yes,,7
Primary,CR10-02-C-01,Pallite - 48,0,,Yes,,6
Primary,CR10-02-C-02,Pallite - 48,0,,Yes,,8
Primary,CR10-02-C-03,Pallite - 48,0,,Yes,,6
Primary,CR10-02-C-04,Pallite - 48,0,,Yes,,6
Primary,CR10-02-D-01,Pallite - 48,0,,Yes,,4
Primary,CR10-02-D-02,Pallite - 48,0,,Yes,,5
Primary,CR10-02-D-03,Pallite - 48,0,,Yes,,2
Primary,CR10-02-D-04,Pallite - 48,0,,Yes,,4
Primary,CR10-02-E-01,Pallite - 48,0,,Yes,,5
Primary,CR10-02-E-02,Pallite - 48,0,,Yes,,6
Primary,CR10-02-E-03,Pallite - 48,0,,Yes,,3
Primary,CR10-02-E-04,Pallite - 48,0,,Yes,,2
Primary,CR10-02-F-01,Pallite - 48,0,,Yes,,2
Primary,CR10-02-F-02,Pallite - 48,0,,Yes,,2
Primary,CR10-02-F-03,Pallite - 48,0,,Yes,,6
Primary,CR10-02-F-04,Pallite - 48,0,,Yes,,2
Primary,CR11-01-A-01,Pallite - 48,0,,Yes,,2
Primary,CR11-01-A-02,Pallite - 48,0,,Yes,,4
Primary,CR11-01-A-03,Pallite - 48,0,,Yes,,5
Primary,CR11-01-A-04,Pallite - 48,0,,Yes,,3
Primary,CR11-01-B-01,Pallite - 48,0,,Yes,,8
Primary,CR11-01-B-02,Pallite - 48,0,,Yes,,4
Primary,CR11-01-B-03,Pallite - 48,0,,Yes,,6
Primary,CR11-01-B-04,Pallite - 48,0,,Yes,,6
Primary,CR11-01-C-01,Pallite - 48,0,,Yes,,6
Primary,CR11-01-C-02,Pallite - 48,0,,Yes,,7
Primary,CR11-01-C-03,Pallite - 48,0,,Yes,,7
Primary,CR11-01-C-04,Pallite - 48,0,,Yes,,7
Primary,CR11-01-D-01,Pallite - 48,0,,Yes,,3
Primary,CR11-01-D-02,Pallite - 48,0,,Yes,,2
Primary,CR11-01-D-03,Pallite - 48,0,,Yes,,1
Primary,CR11-01-D-04,Pallite - 48,0,,Yes,,5
Primary,CR11-01-E-01,Pallite - 48,0,,Yes,,3
Primary,CR11-01-E-02,Pallite - 48,0,,Yes,,2
Primary,CR11-01-E-03,Pallite - 48,0,,Yes,,3
Primary,CR11-01-E-04,Pallite - 48,0,,Yes,,3
Primary,CR11-01-F-01,Pallite - 48,0,,Yes,,3
Primary,CR11-01-F-02,Pallite - 48,0,,Yes,,1
Primary,CR11-01-F-03,Pallite - 48,0,,Yes,,1
Primary,CR11-01-F-04,Pallite - 48,0,,Yes,,3
Primary,CR11-02-A-01,Pallite - 48,0,,Yes,,3
Primary,CR11-02-A-02,Pallite - 48,0,,Yes,,3
Primary,CR11-02-A-03,Pallite - 48,0,,Yes,,4
Primary,CR11-02-A-04,Pallite - 48,0,,Yes,,3
Primary,CR11-02-B-01,Pallite - 48,0,,Yes,,6
Primary,CR11-02-B-02,Pallite - 48,0,,Yes,,8
Primary,CR11-02-B-03,Pallite - 48,0,,Yes,,7
Primary,CR11-02-B-04,Pallite - 48,0,,Yes,,7
Primary,CR11-02-C-01,Pallite - 48,0,,Yes,,4
Primary,CR11-02-C-02,Pallite - 48,0,,Yes,,3
Primary,CR11-02-C-03,Pallite - 48,0,,Yes,,4
Primary,CR11-02-C-04,Pallite - 48,0,,Yes,,5
Primary,CR11-02-D-01,Pallite - 48,0,,Yes,,7
Primary,CR11-02-D-02,Pallite - 48,0,,Yes,,4
Primary,CR11-02-D-03,Pallite - 48,0,,Yes,,4
Primary,CR11-02-D-04,Pallite - 48,0,,Yes,,2
Primary,CR11-02-E-01,Pallite - 48,0,,Yes,,4
Primary,CR11-02-E-02,Pallite - 48,0,,Yes,,6
Primary,CR11-02-E-03,Pallite - 48,0,,Yes,,7
Primary,CR11-02-E-04,Pallite - 48,0,,Yes,,2
Primary,CR11-02-F-01,Pallite - 48,0,,Yes,,2
Primary,CR11-02-F-02,Pallite - 48,0,,Yes,,1
Primary,CR11-02-F-03,Pallite - 48,0,,Yes,,3
Primary,CR11-02-F-04,Pallite - 48,0,,Yes,,3
Primary,CR12-01-A-01,Pallite - 48,0,,Yes,,4
Primary,CR12-01-A-02,Pallite - 48,0,,Yes,,4
Primary,CR12-01-A-03,Pallite - 48,0,,Yes,,6
Primary,CR12-01-A-04,Pallite - 48,0,,Yes,,3
Primary,CR12-01-B-01,Pallite - 48,0,,Yes,,7
Primary,CR12-01-B-02,Pallite - 48,0,,Yes,,4
Primary,CR12-01-B-03,Pallite - 48,0,,Yes,,9
Primary,CR12-01-B-04,Pallite - 48,0,,Yes,,4
Primary,CR12-01-C-01,Pallite - 48,0,,Yes,,4
Primary,CR12-01-C-02,Pallite - 48,0,,Yes,,6
Primary,CR12-01-C-03,Pallite - 48,0,,Yes,,6
Primary,CR12-01-C-04,Pallite - 48,0,,Yes,,6
Primary,CR12-01-D-01,Pallite - 48,0,,Yes,,5
Primary,CR12-01-D-02,Pallite - 48,0,,Yes,,5
Primary,CR12-01-D-03,Pallite - 48,0,,Yes,,4
Primary,CR12-01-D-04,Pallite - 48,0,,Yes,,3
Primary,CR12-01-E-01,Pallite - 48,0,,Yes,,5
Primary,CR12-01-E-02,Pallite - 48,0,,Yes,,6
Primary,CR12-01-E-03,Pallite - 48,0,,Yes,,5
Primary,CR12-01-E-04,Pallite - 48,0,,Yes,,4
Primary,CR12-01-F-01,Pallite - 48,0,,Yes,,2
Primary,CR12-01-F-02,Pallite - 48,0,,Yes,,3
Primary,CR12-01-F-03,Pallite - 48,0,,Yes,,1
Primary,CR12-01-F-04,Pallite - 48,0,,Yes,,3
Primary,CR12-02-A-01,Pallite - 48,0,,Yes,,3
Primary,CR12-02-A-02,Pallite - 48,0,,Yes,,65
Primary,CR12-02-A-03,Pallite - 48,0,,Yes,,3
Primary,CR12-02-A-04,Pallite - 48,0,,Yes,,2
Primary,CR12-02-B-01,Pallite - 48,0,,Yes,,5
Primary,CR12-02-B-02,Pallite - 48,0,,Yes,,3
Primary,CR12-02-B-03,Pallite - 48,0,,Yes,,3
Primary,CR12-02-B-04,Pallite - 48,0,,Yes,,6
Primary,CR12-02-C-01,Pallite - 48,0,,Yes,,5
Primary,CR12-02-C-02,Pallite - 48,0,,Yes,,6
Primary,CR12-02-C-03,Pallite - 48,0,,Yes,,4
Primary,CR12-02-C-04,Pallite - 48,0,,Yes,,6
Primary,CR12-02-D-01,Pallite - 48,0,,Yes,,2
Primary,CR12-02-D-02,Pallite - 48,0,,Yes,,7
Primary,CR12-02-D-03,Pallite - 48,0,,Yes,,1
Primary,CR12-02-D-04,Pallite - 48,0,,Yes,,3
Primary,CR12-02-E-01,Pallite - 48,0,,Yes,,2
Primary,CR12-02-E-02,Pallite - 48,0,,Yes,,3
Primary,CR12-02-E-03,Pallite - 48,0,,Yes,,6
Primary,CR12-02-E-04,Pallite - 48,0,,Yes,,3
Primary,CR12-02-F-01,Pallite - 48,0,,Yes,,3
Primary,CR12-02-F-02,Pallite - 48,0,,Yes,,2
Primary,CR12-02-F-03,Pallite - 48,0,,Yes,,2
Primary,CR12-02-F-04,Pallite - 48,0,,Yes,,2
Primary,CR13-01-A-01,Pallite - 48,0,,Yes,,1
Primary,CR13-01-A-02,Pallite - 48,0,,Yes,,2
Primary,CR13-01-A-03,Pallite - 48,0,,Yes,,2
Primary,CR13-01-A-04,Pallite - 48,0,,Yes,,100
Primary,CR13-01-B-01,Pallite - 48,0,,Yes,,4
Primary,CR13-01-B-02,Pallite - 48,0,,Yes,,5
Primary,CR13-01-B-03,Pallite - 48,0,,Yes,,4
Primary,CR13-01-B-04,Pallite - 48,0,,Yes,,3
Primary,CR13-01-C-01,Pallite - 48,0,,Yes,,0
Primary,CR13-01-C-02,Pallite - 48,0,,Yes,,0
Primary,CR13-01-C-03,Pallite - 48,0,,Yes,,3
Primary,CR13-01-C-04,Pallite - 48,0,,Yes,,4
Primary,CR13-01-D-01,Pallite - 48,0,,Yes,,3
Primary,CR13-01-D-02,Pallite - 48,0,,Yes,,3
Primary,CR13-01-D-03,Pallite - 48,0,,Yes,,4
Primary,CR13-01-D-04,Pallite - 48,0,,Yes,,4
Primary,CR13-01-E-01,Pallite - 48,0,,Yes,,4
Primary,CR13-01-E-02,Pallite - 48,0,,Yes,,3
Primary,CR13-01-E-03,Pallite - 48,0,,Yes,,2
Primary,CR13-01-E-04,Pallite - 48,0,,Yes,,5
Primary,CR13-01-F-01,Pallite - 48,0,,Yes,,2
Primary,CR13-01-F-02,Pallite - 48,0,,Yes,,3
Primary,CR13-01-F-03,Pallite - 48,0,,Yes,,2
Primary,CR13-01-F-04,Pallite - 48,0,,Yes,,2
Primary,CR13-02-A-01,Pallite - 48,0,,Yes,,4
Primary,CR13-02-A-02,Pallite - 48,0,,Yes,,2
Primary,CR13-02-A-03,Pallite - 48,0,,Yes,,2
Primary,CR13-02-A-04,Pallite - 48,0,,Yes,,3
Primary,CR13-02-B-01,Pallite - 48,0,,Yes,,8
Primary,CR13-02-B-02,Pallite - 48,0,,Yes,,7
Primary,CR13-02-B-03,Pallite - 48,0,,Yes,,5
Primary,CR13-02-B-04,Pallite - 48,0,,Yes,,4
Primary,CR13-02-C-01,Pallite - 48,0,,Yes,,5
Primary,CR13-02-C-02,Pallite - 48,0,,Yes,,8
Primary,CR13-02-C-03,Pallite - 48,0,,Yes,,6
Primary,CR13-02-C-04,Pallite - 48,0,,Yes,,5
Primary,CR13-02-D-01,Pallite - 48,0,,Yes,,3
Primary,CR13-02-D-02,Pallite - 48,0,,Yes,,5
Primary,CR13-02-D-03,Pallite - 48,0,,Yes,,4
Primary,CR13-02-D-04,Pallite - 48,0,,Yes,,5
Primary,CR13-02-E-01,Pallite - 48,0,,Yes,,4
Primary,CR13-02-E-02,Pallite - 48,0,,Yes,,3
Primary,CR13-02-E-03,Pallite - 48,0,,Yes,,4
Primary,CR13-02-E-04,Pallite - 48,0,,Yes,,3
Primary,CR13-02-F-01,Pallite - 48,0,,Yes,,3
Primary,CR13-02-F-02,Pallite - 48,0,,Yes,,1
Primary,CR13-02-F-03,Pallite - 48,0,,Yes,,1
Primary,CR13-02-F-04,Pallite - 48,0,,Yes,,2
Primary,CR14-01-A-01,Pallite - 48,0,,Yes,,0
Primary,CR14-01-A-02,Pallite - 48,0,,Yes,,0
Primary,CR14-01-A-03,Pallite - 48,0,,Yes,,0
Primary,CR14-01-A-04,Pallite - 48,0,,Yes,,0
Primary,CR14-01-B-01,Pallite - 48,0,,Yes,,0
Primary,CR14-01-B-02,Pallite - 48,0,,Yes,,0
Primary,CR14-01-B-03,Pallite - 48,0,,Yes,,0
Primary,CR14-01-B-04,Pallite - 48,0,,Yes,,0
Primary,CR14-01-C-01,Pallite - 48,0,,Yes,,0
Primary,CR14-01-C-02,Pallite - 48,0,,Yes,,0
Primary,CR14-01-C-03,Pallite - 48,0,,Yes,,0
Primary,CR14-01-C-04,Pallite - 48,0,,Yes,,0
Primary,CR14-01-D-01,Pallite - 48,0,,Yes,,0
Primary,CR14-01-D-02,Pallite - 48,0,,Yes,,0
Primary,CR14-01-D-03,Pallite - 48,0,,Yes,,0
Primary,CR14-01-D-04,Pallite - 48,0,,Yes,,0
Primary,CR14-01-E-01,Pallite - 48,0,,Yes,,0
Primary,CR14-01-E-02,Pallite - 48,0,,Yes,,0
Primary,CR14-01-E-03,Pallite - 48,0,,Yes,,0
Primary,CR14-01-E-04,Pallite - 48,0,,Yes,,0
Primary,CR14-01-F-01,Pallite - 48,0,,Yes,,0
Primary,CR14-01-F-02,Pallite - 48,0,,Yes,,0
Primary,CR14-01-F-03,Pallite - 48,0,,Yes,,0
Primary,CR14-01-F-04,Pallite - 48,0,,Yes,,0
Primary,CR14-02-A-01,Pallite - 48,0,,Yes,,0
Primary,CR14-02-A-02,Pallite - 48,0,,Yes,,0
Primary,CR14-02-A-03,Pallite - 48,0,,Yes,,0
Primary,CR14-02-A-04,Pallite - 48,0,,Yes,,0
Primary,CR14-02-B-01,Pallite - 48,0,,Yes,,0
Primary,CR14-02-B-02,Pallite - 48,0,,Yes,,0
Primary,CR14-02-B-03,Pallite - 48,0,,Yes,,0
Primary,CR14-02-B-04,Pallite - 48,0,,Yes,,0
Primary,CR14-02-C-01,Pallite - 48,0,,Yes,,0
Primary,CR14-02-C-02,Pallite - 48,0,,Yes,,0
Primary,CR14-02-C-03,Pallite - 48,0,,Yes,,0
Primary,CR14-02-C-04,Pallite - 48,0,,Yes,,0
Primary,CR14-02-D-01,Pallite - 48,0,,Yes,,0
Primary,CR14-02-D-02,Pallite - 48,0,,Yes,,0
Primary,CR14-02-D-03,Pallite - 48,0,,Yes,,0
Primary,CR14-02-D-04,Pallite - 48,0,,Yes,,0
Primary,CR14-02-E-01,Pallite - 48,0,,Yes,,0
Primary,CR14-02-E-02,Pallite - 48,0,,Yes,,0
Primary,CR14-02-E-03,Pallite - 48,0,,Yes,,0
Primary,CR14-02-E-04,Pallite - 48,0,,Yes,,0
Primary,CR14-02-F-01,Pallite - 48,0,,Yes,,0
Primary,CR14-02-F-02,Pallite - 48,0,,Yes,,0
Primary,CR14-02-F-03,Pallite - 48,0,,Yes,,0
Primary,CR14-02-F-04,Pallite - 48,0,,Yes,,0
Primary,CR15-01-A-01,Pallite - 48,0,,Yes,,4
Primary,CR15-01-A-02,Pallite - 48,0,,Yes,,3
Primary,CR15-01-A-03,Pallite - 48,0,,Yes,,3
Primary,CR15-01-A-04,Pallite - 48,0,,Yes,,3
Primary,CR15-01-B-01,Pallite - 48,0,,Yes,,9
Primary,CR15-01-B-02,Pallite - 48,0,,Yes,,7
Primary,CR15-01-B-03,Pallite - 48,0,,Yes,,5
Primary,CR15-01-B-04,Pallite - 48,0,,Yes,,3
Primary,CR15-01-C-01,Pallite - 48,0,,Yes,,8
Primary,CR15-01-C-02,Pallite - 48,0,,Yes,,4
Primary,CR15-01-C-03,Pallite - 48,0,,Yes,,4
Primary,CR15-01-C-04,Pallite - 48,0,,Yes,,4
Primary,CR15-01-D-01,Pallite - 48,0,,Yes,,4
Primary,CR15-01-D-02,Pallite - 48,0,,Yes,,2
Primary,CR15-01-D-03,Pallite - 48,0,,Yes,,5
Primary,CR15-01-D-04,Pallite - 48,0,,Yes,,2
Primary,CR15-01-E-01,Pallite - 48,0,,Yes,,5
Primary,CR15-01-E-02,Pallite - 48,0,,Yes,,4
Primary,CR15-01-E-03,Pallite - 48,0,,Yes,,1
Primary,CR15-01-E-04,Pallite - 48,0,,Yes,,2
Primary,CR15-01-F-01,Pallite - 48,0,,Yes,,4
Primary,CR15-01-F-02,Pallite - 48,0,,Yes,,3
Primary,CR15-01-F-03,Pallite - 48,0,,Yes,,2
Primary,CR15-01-F-04,Pallite - 48,0,,Yes,,2
Primary,CR15-02-A-01,Pallite - 48,0,,Yes,,0
Primary,CR15-02-A-02,Pallite - 48,0,,Yes,,0
Primary,CR15-02-A-03,Pallite - 48,0,,Yes,,0
Primary,CR15-02-A-04,Pallite - 48,0,,Yes,,0
Primary,CR15-02-B-01,Pallite - 48,0,,Yes,,0
Primary,CR15-02-B-02,Pallite - 48,0,,Yes,,0
Primary,CR15-02-B-03,Pallite - 48,0,,Yes,,0
Primary,CR15-02-B-04,Pallite - 48,0,,Yes,,0
Primary,CR15-02-C-01,Pallite - 48,0,,Yes,,0
Primary,CR15-02-C-02,Pallite - 48,0,,Yes,,0
Primary,CR15-02-C-03,Pallite - 48,0,,Yes,,0
Primary,CR15-02-C-04,Pallite - 48,0,,Yes,,0
Primary,CR15-02-D-01,Pallite - 48,0,,Yes,,0
Primary,CR15-02-D-02,Pallite - 48,0,,Yes,,0
Primary,CR15-02-D-03,Pallite - 48,0,,Yes,,0
Primary,CR15-02-D-04,Pallite - 48,0,,Yes,,0
